"","x"
"1",-1.87727358594274
"2",-4.37955245104554
"3",-2.16806780007037
"4",-6.09822745936598
"5",-5.60908845289529
"6",-2.70763100596639
"7",-3.42301889827333
"8",-4.47746340682245
"9",-5.71811445029076
"10",-5.39045659508187
"11",-6.25333860924304
"12",-5.67379423386527
"13",-4.90309645306167
"14",-4.85628495084456
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
