"","x"
"1",-5.41183449191474
"2",-7.94226503390925
"3",-1.55206931034647
"4",-7.33694691637274
"5",-6.62657975673998
"6",-5.44651417507149
"7",-8.74798980593559
"8",-9.75878354556352
"9",-7.15394121981386
"10",-7.11335572934056
"11",-7.57791789744903
"12",-5.42764129341088
"13",-10.6210620192681
"14",-9.54564649423532
"15",-1.88544603060894
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
