"","x"
"1",-5.23489238366548
"2",-4.94789663850323
"3",-5.78915387623661
"4",-4.55409826133596
"5",-4.15219946131136
"6",0
"7",-1.94911935821121
"8",-2.77369841627519
"9",-4.7560244288382
"10",-4.59872447667265
"11",-5.1486048845768
"12",-4.33597157439429
"13",-4.25494029241097
"14",-4.93032302878428
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
